Magnetic Anomaly (2018)
---------------------------------
Column1: Longitude (degree)
Column2: Latitude (degree)
Column3: Magnetic Anomaly (nT)
---------------------------------
Longit. Latit.  MagAno
127.975 37.025   -26.7
128.000 37.025  -859.7
128.025 37.025  -586.4
128.050 37.025  -210.7
128.075 37.025   -76.8
128.100 37.025   -93.6
128.125 37.025    46.4
128.150 37.025    -3.6
128.175 37.025   -69.9
128.200 37.025   -67.5
128.225 37.025   -59.0
128.250 37.025   195.1
128.275 37.025   -63.8
128.300 37.025   -48.4
128.325 37.025   -57.8
128.350 37.025   -36.9
128.375 37.025   -37.1
128.400 37.025   -56.4
128.425 37.025   -49.3
128.450 37.025   -49.4
128.475 37.025   -27.9
128.500 37.025   -59.1
128.525 37.025   -62.6
128.550 37.025   -60.9
128.575 37.025   -64.8
128.600 37.025   -65.4
128.625 37.025   -62.3
128.650 37.025   -62.4
128.675 37.025   -62.1
128.700 37.025   -55.0
128.725 37.025   -40.2
128.750 37.025   -60.6
128.775 37.025   -69.1
128.800 37.025   -76.6
128.825 37.025   -74.5
128.850 37.025  -132.7
128.875 37.025  -111.3
128.900 37.025    -5.2
128.925 37.025   -65.5
128.950 37.025   -56.3
128.975 37.025   -91.5
129.000 37.025   -76.0
129.025 37.025    58.6
129.050 37.025   267.8
129.075 37.025   -36.5
129.100 37.025   -24.2
129.125 37.025   -11.3
129.150 37.025   -14.8
129.175 37.025    -4.5
129.200 37.025    18.8
129.225 37.025    86.0
129.250 37.025    73.5
129.275 37.025    74.5
129.300 37.025    14.9
129.325 37.025   -51.7
129.350 37.025   -88.3
129.375 37.025   -81.8
129.400 37.025   -62.4
129.425 37.025   -53.1
129.450 37.025   -52.2
129.475 37.025   -34.3
129.500 37.025   -20.0
125.850 37.050   -83.9
125.875 37.050  -116.3
125.900 37.050   141.1
125.925 37.050   215.3
125.950 37.050   -31.1
125.975 37.050    43.1
126.000 37.050   -88.0
126.025 37.050   -79.0
126.050 37.050    70.1
126.075 37.050  -151.3
126.100 37.050  -200.9
126.125 37.050  -212.3
126.150 37.050  -159.1
126.175 37.050  -124.3
126.200 37.050  -139.2
126.225 37.050    -5.8
126.250 37.050   -56.4
126.275 37.050   -94.1
126.300 37.050   -14.3
126.325 37.050     7.6
126.350 37.050   133.6
126.375 37.050   112.0
126.400 37.050    38.7
126.425 37.050   -27.0
126.450 37.050   -60.1
126.475 37.050   -67.3
126.500 37.050   -84.3
126.525 37.050  -101.3
126.550 37.050  -101.9
126.575 37.050  -114.8
126.600 37.050  -120.2
126.625 37.050   -32.4
126.650 37.050   -75.3
126.675 37.050   -92.1
126.700 37.050   -97.5
126.725 37.050  -106.1
126.750 37.050  -112.0
126.775 37.050  -101.1
126.800 37.050  -111.8
126.825 37.050  -101.5
126.850 37.050   -41.6
126.875 37.050   -88.9
126.900 37.050   -98.4
126.925 37.050   -51.9
126.950 37.050   -99.2
126.975 37.050   -71.9
127.000 37.050   -96.8
127.025 37.050   -88.7
127.050 37.050   -95.5
127.075 37.050   -79.6
127.100 37.050   -66.4
127.125 37.050   -79.1
127.150 37.050   -70.5
127.175 37.050    -8.2
127.200 37.050   -91.7
127.225 37.050    25.5
127.250 37.050   -23.0
127.275 37.050    62.7
127.300 37.050    63.4
127.325 37.050    49.6
127.350 37.050    25.6
127.375 37.050     3.1
127.400 37.050    -4.1
127.425 37.050   -31.1
127.450 37.050   -44.6
127.475 37.050   -50.5
127.500 37.050   -49.4
127.525 37.050   -50.9
127.550 37.050   -59.7
127.575 37.050   -79.6
127.600 37.050   -80.9
127.625 37.050   -69.8
127.650 37.050   -80.7
127.675 37.050   -88.8
127.700 37.050   -87.5
127.725 37.050   -83.9
127.750 37.050   -57.0
127.775 37.050   -43.4
127.800 37.050   -73.3
127.825 37.050  -108.6
127.850 37.050  -140.8
127.875 37.050  -165.0
127.900 37.050  -148.7
127.925 37.050  -126.3
127.950 37.050  -178.5
127.975 37.050  -218.6
128.000 37.050  -193.9
128.025 37.050  -201.5
128.050 37.050  -209.7
128.075 37.050   -84.6
128.100 37.050   -31.1
128.125 37.050   296.5
128.150 37.050   -24.1
128.175 37.050   -27.0
128.200 37.050    -1.0
128.225 37.050   -89.8
128.250 37.050  -110.7
128.275 37.050   -57.4
128.300 37.050   -36.6
128.325 37.050   -26.3
128.350 37.050   -17.3
128.375 37.050   -19.9
128.400 37.050   -10.1
128.425 37.050   -16.7
128.450 37.050   -37.1
128.475 37.050   -30.4
128.500 37.050    -8.2
128.525 37.050   -16.9
128.550 37.050   -59.2
128.575 37.050   -71.1
128.600 37.050   -60.4
128.625 37.050   -64.7
128.650 37.050   -57.0
128.675 37.050   -61.8
128.700 37.050   -86.7
128.725 37.050   -64.6
128.750 37.050   -58.0
128.775 37.050   -71.4
128.800 37.050   -72.0
128.825 37.050  -121.0
128.850 37.050  -104.6
128.875 37.050   -81.4
128.900 37.050   -68.5
128.925 37.050  -180.0
128.950 37.050  -159.6
128.975 37.050  -118.8
129.000 37.050  -205.1
129.025 37.050  -112.2
129.050 37.050  -105.1
129.075 37.050   -51.8
129.100 37.050   -23.2
129.125 37.050     5.9
129.150 37.050    15.0
129.175 37.050    14.6
129.200 37.050    56.0
129.225 37.050    90.3
129.250 37.050    87.9
129.275 37.050    60.1
129.300 37.050    -7.1
129.325 37.050   -64.8
129.350 37.050   -74.9
129.375 37.050   -58.6
129.400 37.050   -36.7
129.425 37.050   -29.3
129.450 37.050   -34.5
129.475 37.050   -45.8
129.500 37.050   -37.0
125.850 37.075   -51.2
125.875 37.075   -95.7
125.900 37.075  -125.8
125.925 37.075     1.7
125.950 37.075    63.6
125.975 37.075   -13.4
126.000 37.075  -107.1
126.025 37.075  -138.6
126.050 37.075  -173.3
126.075 37.075  -183.9
126.100 37.075  -166.7
126.125 37.075  -127.6
126.150 37.075  -106.2
126.175 37.075  -122.6
126.200 37.075  -169.8
126.225 37.075  -203.6
126.250 37.075   -42.6
126.275 37.075   -23.1
126.300 37.075   -22.6
126.325 37.075   125.3
126.350 37.075   109.2
126.375 37.075    91.7
126.400 37.075   161.4
126.425 37.075   -17.3
126.450 37.075    -3.3
126.475 37.075   -36.5
126.500 37.075   -66.3
126.525 37.075   -97.0
126.550 37.075   -93.4
126.575 37.075   -92.8
126.600 37.075  -106.6
126.625 37.075  -117.3
126.650 37.075   -57.1
126.675 37.075   -85.2
126.700 37.075   -76.3
126.725 37.075   -93.0
126.750 37.075   -98.4
126.775 37.075   -92.6
126.800 37.075  -100.8
126.825 37.075  -110.2
126.850 37.075   -88.5
126.875 37.075   -93.4
126.900 37.075   -29.5
126.925 37.075   -80.4
126.950 37.075   -90.0
126.975 37.075   -71.5
127.000 37.075   -54.8
127.025 37.075   -42.6
127.050 37.075   -64.5
127.075 37.075   -53.8
127.100 37.075   -44.1
127.125 37.075   -34.9
127.150 37.075   -36.7
127.175 37.075   -25.0
127.200 37.075    -1.4
127.225 37.075    13.9
127.250 37.075    94.3
127.275 37.075    61.7
127.300 37.075    63.8
127.325 37.075    -8.9
127.350 37.075   -19.9
127.375 37.075   -28.4
127.400 37.075    -6.6
127.425 37.075    20.6
127.450 37.075   -13.3
127.475 37.075   -32.8
127.500 37.075   -40.4
127.525 37.075   -57.4
127.550 37.075   -74.1
127.575 37.075   -78.1
127.600 37.075   -80.1
127.625 37.075   -77.7
127.650 37.075   -77.6
127.675 37.075   -80.5
127.700 37.075   -79.9
127.725 37.075   -70.3
127.750 37.075   -64.4
127.775 37.075   -61.2
127.800 37.075   -89.7
127.825 37.075  -103.0
127.850 37.075  -115.6
127.875 37.075  -138.9
127.900 37.075  -153.5
127.925 37.075  -126.8
127.950 37.075  -101.6
127.975 37.075  -106.0
128.000 37.075    76.0
128.025 37.075   -75.7
128.050 37.075  -109.8
128.075 37.075  -111.4
128.100 37.075    -7.2
128.125 37.075    19.0
128.150 37.075    41.6
128.175 37.075     6.4
128.200 37.075    29.9
128.225 37.075   -31.6
128.250 37.075   -85.3
128.275 37.075   -84.5
128.300 37.075   -52.3
128.325 37.075   -42.1
128.350 37.075   -26.1
128.375 37.075   -25.7
128.400 37.075    14.2
128.425 37.075     3.8
128.450 37.075   -17.6
128.475 37.075   -10.4
128.500 37.075    15.9
128.525 37.075    -1.5
128.550 37.075   -38.7
128.575 37.075   -47.1
128.600 37.075   -43.8
128.625 37.075   -39.4
128.650 37.075   -52.6
128.675 37.075   -54.9
128.700 37.075   -62.5
128.725 37.075   -55.3
128.750 37.075   -47.2
128.775 37.075   -94.2
128.800 37.075  -103.9
128.825 37.075  -118.7
128.850 37.075   -91.8
128.875 37.075  -168.3
128.900 37.075   146.5
128.925 37.075  -217.4
128.950 37.075   -35.9
128.975 37.075   -53.3
129.000 37.075  -125.7
129.025 37.075   -12.2
129.050 37.075    58.8
129.075 37.075     5.5
129.100 37.075     6.6
129.125 37.075     7.8
129.150 37.075    -0.9
129.175 37.075    24.2
129.200 37.075    59.5
129.225 37.075    58.4
129.250 37.075    51.6
129.275 37.075    42.0
129.300 37.075   -26.3
129.325 37.075   -78.6
129.350 37.075   -76.6
129.375 37.075   -49.6
129.400 37.075   -40.7
129.425 37.075   -48.1
129.450 37.075   -61.3
129.475 37.075   -84.5
129.500 37.075   -98.6
125.850 37.100   -63.3
125.875 37.100   -36.0
125.900 37.100   -60.4
125.925 37.100   -67.1
125.950 37.100  -123.8
125.975 37.100  -105.3
126.000 37.100  -138.9
126.025 37.100   -26.4
126.050 37.100  -165.9
126.075 37.100  -242.8
126.100 37.100  -173.0
126.125 37.100  -140.5
126.150 37.100  -118.9
126.175 37.100  -210.5
126.200 37.100  -196.8
126.225 37.100  -168.4
126.250 37.100   -82.5
126.275 37.100    57.8
126.300 37.100    51.8
126.325 37.100    87.0
126.350 37.100   173.2
126.375 37.100    52.7
126.400 37.100    -5.9
126.425 37.100    -9.7
126.450 37.100   -21.7
126.475 37.100   -66.2
126.500 37.100  -102.9
126.525 37.100   -79.7
126.550 37.100   -83.3
126.575 37.100   -81.7
126.600 37.100   -88.0
126.625 37.100  -113.6
126.650 37.100   -21.0
126.675 37.100   -91.7
126.700 37.100   -80.5
126.725 37.100   -97.3
126.750 37.100   -89.0
126.775 37.100   -98.9
126.800 37.100  -112.8
126.825 37.100   -97.5
126.850 37.100   -72.9
126.875 37.100   -93.5
126.900 37.100   -85.4
126.925 37.100   -87.7
126.950 37.100   -67.5
126.975 37.100   -72.8
127.000 37.100   -58.6
127.025 37.100   -64.8
127.050 37.100   -69.2
127.075 37.100   -51.7
127.100 37.100   -45.6
127.125 37.100   -13.4
127.150 37.100   -19.7
127.175 37.100    -3.5
127.200 37.100    24.3
127.225 37.100    55.4
127.250 37.100   -34.0
127.275 37.100     8.9
127.300 37.100     1.0
127.325 37.100     5.8
127.350 37.100     7.6
127.375 37.100   -41.1
127.400 37.100   -53.9
127.425 37.100   -48.0
127.450 37.100   -64.7
127.475 37.100   -76.2
127.500 37.100   -85.4
127.525 37.100   -67.1
127.550 37.100   -61.0
127.575 37.100   -64.9
127.600 37.100   -75.1
127.625 37.100   -80.6
127.650 37.100   -83.5
127.675 37.100   -85.1
127.700 37.100   -77.9
127.725 37.100   -31.9
127.750 37.100   -46.0
127.775 37.100   -83.2
127.800 37.100   -94.9
127.825 37.100  -109.6
127.850 37.100  -123.2
127.875 37.100  -141.4
127.900 37.100   -55.4
127.925 37.100   121.9
127.950 37.100    44.2
127.975 37.100   -86.9
128.000 37.100  -352.1
128.025 37.100   305.4
128.050 37.100  -131.7
128.075 37.100    -4.6
128.100 37.100   -35.7
128.125 37.100     2.0
128.150 37.100    39.3
128.175 37.100    25.8
128.200 37.100   -60.2
128.225 37.100   -69.5
128.250 37.100   -99.8
128.275 37.100   -95.7
128.300 37.100   -80.3
128.325 37.100   -58.7
128.350 37.100   -48.3
128.375 37.100   -31.2
128.400 37.100   -20.6
128.425 37.100   -18.0
128.450 37.100   -21.4
128.475 37.100   -16.8
128.500 37.100    14.6
128.525 37.100     5.6
128.550 37.100    -6.2
128.575 37.100   -39.2
128.600 37.100   -56.3
128.625 37.100   -57.7
128.650 37.100   -44.8
128.675 37.100   -47.3
128.700 37.100   -53.0
128.725 37.100   -59.8
128.750 37.100   -75.3
128.775 37.100   -96.3
128.800 37.100   -86.1
128.825 37.100  -102.0
128.850 37.100  -143.7
128.875 37.100  -122.4
128.900 37.100   478.2
128.925 37.100  -132.7
128.950 37.100  -160.0
128.975 37.100  -105.3
129.000 37.100   -68.9
129.025 37.100   -49.4
129.050 37.100   -52.6
129.075 37.100     6.4
129.100 37.100    98.3
129.125 37.100     8.0
129.150 37.100   -21.9
129.175 37.100   -12.9
129.200 37.100   -10.1
129.225 37.100   -19.4
129.250 37.100   -29.4
129.275 37.100   -52.4
129.300 37.100   -73.4
129.325 37.100  -112.3
129.350 37.100   -93.2
129.375 37.100   -77.7
129.400 37.100   -76.7
129.425 37.100   -59.6
129.450 37.100   -77.6
129.475 37.100  -105.0
129.500 37.100  -115.5
125.850 37.125   -40.4
125.875 37.125   -37.0
125.900 37.125    87.7
125.925 37.125   100.9
125.950 37.125   -28.8
125.975 37.125   -77.4
126.000 37.125   -54.9
126.025 37.125   -37.5
126.050 37.125  -101.4
126.075 37.125  -103.6
126.100 37.125  -104.7
126.125 37.125  -106.4
126.150 37.125  -128.8
126.175 37.125  -146.7
126.200 37.125  -138.5
126.225 37.125  -126.2
126.250 37.125    53.5
126.275 37.125    51.6
126.300 37.125   163.4
126.325 37.125   131.1
126.350 37.125    79.3
126.375 37.125    49.8
126.400 37.125    36.6
126.425 37.125   -19.1
126.450 37.125   -24.6
126.475 37.125   -50.7
126.500 37.125   -95.2
126.525 37.125  -112.2
126.550 37.125  -115.7
126.575 37.125   -89.0
126.600 37.125  -100.7
126.625 37.125  -109.8
126.650 37.125  -110.4
126.675 37.125  -108.5
126.700 37.125  -110.4
126.725 37.125  -104.4
126.750 37.125   -62.9
126.775 37.125   -89.3
126.800 37.125  -103.8
126.825 37.125  -111.2
126.850 37.125   -32.0
126.875 37.125   -96.3
126.900 37.125   -83.5
126.925 37.125    81.3
126.950 37.125   -60.8
126.975 37.125   -66.3
127.000 37.125   -61.9
127.025 37.125   -71.9
127.050 37.125   -76.2
127.075 37.125    28.4
127.100 37.125   -64.1
127.125 37.125   -49.8
127.150 37.125   -41.9
127.175 37.125   -39.1
127.200 37.125   -36.7
127.225 37.125   -15.5
127.250 37.125   -22.5
127.275 37.125    -3.2
127.300 37.125   -16.2
127.325 37.125   -27.6
127.350 37.125     3.2
127.375 37.125   -30.1
127.400 37.125   -43.5
127.425 37.125   -55.3
127.450 37.125   -53.8
127.475 37.125   -58.9
127.500 37.125   -59.1
127.525 37.125   -57.7
127.550 37.125   -57.5
127.575 37.125   -65.3
127.600 37.125   -74.1
127.625 37.125   -81.9
127.650 37.125   -84.6
127.675 37.125   -88.4
127.700 37.125   -85.2
127.725 37.125   -70.4
127.750 37.125   -21.9
127.775 37.125   -55.7
127.800 37.125   -18.7
127.825 37.125  -108.6
127.850 37.125  -147.2
127.875 37.125  -165.3
127.900 37.125  -129.4
127.925 37.125    82.3
127.950 37.125   210.1
127.975 37.125  -101.5
128.000 37.125  -262.5
128.025 37.125  -221.7
128.050 37.125  -156.4
128.075 37.125   -44.6
128.100 37.125   -99.7
128.125 37.125   -64.1
128.150 37.125   -59.2
128.175 37.125   -37.0
128.200 37.125   -60.2
128.225 37.125   -39.0
128.250 37.125   -29.2
128.275 37.125  -115.0
128.300 37.125   -98.6
128.325 37.125   -74.9
128.350 37.125   -60.5
128.375 37.125   -31.2
128.400 37.125   -60.1
128.425 37.125   -48.2
128.450 37.125   -66.4
128.475 37.125   -58.8
128.500 37.125   -23.6
128.525 37.125    -3.5
128.550 37.125   -11.0
128.575 37.125   -16.5
128.600 37.125   -31.2
128.625 37.125   -36.7
128.650 37.125   -36.2
128.675 37.125   -34.2
128.700 37.125   -30.4
128.725 37.125   -37.1
128.750 37.125   -53.4
128.775 37.125   -71.6
128.800 37.125   -65.9
128.825 37.125   -71.0
128.850 37.125   -87.9
128.875 37.125   -20.4
128.900 37.125   108.4
128.925 37.125   -93.0
128.950 37.125  -136.2
128.975 37.125  -109.4
129.000 37.125   -96.9
129.025 37.125   -60.0
129.050 37.125   -37.5
129.075 37.125   -48.2
129.100 37.125   -30.8
129.125 37.125   -42.4
129.150 37.125   -33.0
129.175 37.125   -48.4
129.200 37.125   -65.5
129.225 37.125   -93.0
129.250 37.125  -114.0
129.275 37.125  -139.1
129.300 37.125  -141.2
129.325 37.125  -126.3
129.350 37.125  -101.0
129.375 37.125   -75.1
129.400 37.125   -90.3
129.425 37.125   -86.3
129.450 37.125   -91.2
129.475 37.125  -124.4
129.500 37.125  -110.1
125.850 37.150   -88.6
125.875 37.150   -40.5
125.900 37.150    48.5
125.925 37.150   -62.5
125.950 37.150   -37.7
125.975 37.150   -68.7
126.000 37.150   -52.5
126.025 37.150  -157.8
126.050 37.150   -92.3
126.075 37.150  -121.0
126.100 37.150  -136.8
126.125 37.150  -124.8
126.150 37.150  -135.7
126.175 37.150  -127.0
126.200 37.150  -137.4
126.225 37.150  -142.6
126.250 37.150    -7.5
126.275 37.150   -64.8
126.300 37.150   -96.7
126.325 37.150    35.8
126.350 37.150   -95.6
126.375 37.150  -123.1
126.400 37.150   -53.7
126.425 37.150    24.5
126.450 37.150   -88.8
126.475 37.150  -104.4
126.500 37.150  -111.3
126.525 37.150  -115.2
126.550 37.150  -113.8
126.575 37.150  -108.9
126.600 37.150  -103.7
126.625 37.150  -105.3
126.650 37.150  -101.1
126.675 37.150   -99.7
126.700 37.150  -109.0
126.725 37.150   -88.8
126.750 37.150  -129.1
126.775 37.150   -93.6
126.800 37.150   -97.6
126.825 37.150   -75.0
126.850 37.150  -110.1
126.875 37.150  -101.7
126.900 37.150   -82.8
126.925 37.150   -54.9
126.950 37.150   -68.7
126.975 37.150   -79.2
127.000 37.150   -84.8
127.025 37.150   -59.0
127.050 37.150   -72.2
127.075 37.150   -33.0
127.100 37.150   -49.1
127.125 37.150   -25.9
127.150 37.150   -85.7
127.175 37.150   -26.8
127.200 37.150    -2.8
127.225 37.150    -8.8
127.250 37.150   -48.7
127.275 37.150   -30.9
127.300 37.150   -12.9
127.325 37.150    25.4
127.350 37.150    22.2
127.375 37.150     1.1
127.400 37.150   -25.3
127.425 37.150   -38.7
127.450 37.150   -43.1
127.475 37.150   -51.9
127.500 37.150   -55.8
127.525 37.150   -56.3
127.550 37.150   -57.6
127.575 37.150   -62.4
127.600 37.150   -68.7
127.625 37.150   -80.0
127.650 37.150   -82.8
127.675 37.150   -88.7
127.700 37.150   -89.0
127.725 37.150   -85.8
127.750 37.150   -77.1
127.775 37.150   -55.8
127.800 37.150   -63.1
127.825 37.150   -91.8
127.850 37.150  -126.9
127.875 37.150  -153.9
127.900 37.150  -241.5
127.925 37.150    57.7
127.950 37.150    -3.7
127.975 37.150  -133.2
128.000 37.150  -173.1
128.025 37.150  -130.9
128.050 37.150  -113.8
128.075 37.150  -122.6
128.100 37.150  -119.8
128.125 37.150  -178.9
128.150 37.150  -113.4
128.175 37.150   -80.0
128.200 37.150   -48.9
128.225 37.150   -19.6
128.250 37.150   -18.5
128.275 37.150   -90.3
128.300 37.150   -97.9
128.325 37.150   -81.1
128.350 37.150   -59.2
128.375 37.150   -60.4
128.400 37.150   -50.7
128.425 37.150   -46.4
128.450 37.150   -59.2
128.475 37.150   -73.8
128.500 37.150   -96.6
128.525 37.150    10.2
128.550 37.150   -28.3
128.575 37.150   -29.3
128.600 37.150   -13.5
128.625 37.150   -17.1
128.650 37.150    74.1
128.675 37.150    55.2
128.700 37.150    55.1
128.725 37.150   -38.2
128.750 37.150   -64.4
128.775 37.150   -56.8
128.800 37.150   -63.1
128.825 37.150   -46.4
128.850 37.150   -22.4
128.875 37.150  -110.1
128.900 37.150  -168.3
128.925 37.150  -153.9
128.950 37.150  -128.6
128.975 37.150  -106.0
129.000 37.150   -75.8
129.025 37.150   -53.3
129.050 37.150   -44.2
129.075 37.150    17.4
129.100 37.150   -21.9
129.125 37.150   -25.4
129.150 37.150   -29.3
129.175 37.150   -53.7
129.200 37.150  -104.0
129.225 37.150  -131.8
129.250 37.150  -121.6
129.275 37.150  -104.4
129.300 37.150   -96.1
129.325 37.150   -89.7
129.350 37.150   -93.6
129.375 37.150   -94.5
129.400 37.150   -86.1
129.425 37.150   -72.4
129.450 37.150   -71.2
129.475 37.150   -77.4
129.500 37.150   -82.1
125.850 37.175   -95.9
125.875 37.175   -37.4
125.900 37.175   -85.8
125.925 37.175    80.7
125.950 37.175    16.4
125.975 37.175    -0.5
126.000 37.175   -63.3
126.025 37.175   -92.8
126.050 37.175   -48.7
126.075 37.175   -91.1
126.100 37.175  -112.4
126.125 37.175  -114.1
126.150 37.175  -106.0
126.175 37.175  -232.2
126.200 37.175  -156.7
126.225 37.175  -163.9
126.250 37.175  -141.5
126.275 37.175  -133.9
126.300 37.175  -129.2
126.325 37.175  -100.9
126.350 37.175  -139.7
126.375 37.175  -120.1
126.400 37.175  -138.3
126.425 37.175  -154.6
126.450 37.175  -136.9
126.475 37.175  -134.6
126.500 37.175  -126.0
126.525 37.175  -112.5
126.550 37.175  -102.6
126.575 37.175   -85.7
126.600 37.175   -92.4
126.625 37.175  -100.3
126.650 37.175  -112.9
126.675 37.175  -100.4
126.700 37.175  -133.5
126.725 37.175  -125.2
126.750 37.175  -108.6
126.775 37.175  -124.9
126.800 37.175   -87.6
126.825 37.175   -48.3
126.850 37.175  -114.7
126.875 37.175  -109.9
126.900 37.175  -118.2
126.925 37.175   -86.0
126.950 37.175   -93.4
126.975 37.175   -81.6
127.000 37.175   -88.4
127.025 37.175   -80.5
127.050 37.175   -73.5
127.075 37.175   -52.0
127.100 37.175    19.6
127.125 37.175    -5.2
127.150 37.175   -49.4
127.175 37.175   -12.2
127.200 37.175     8.3
127.225 37.175   -37.5
127.250 37.175   -33.9
127.275 37.175   -53.3
127.300 37.175   -14.4
127.325 37.175   -18.4
127.350 37.175    -0.7
127.375 37.175   -11.8
127.400 37.175   -30.7
127.425 37.175   -49.6
127.450 37.175   -52.5
127.475 37.175   -55.1
127.500 37.175   -59.4
127.525 37.175   -58.5
127.550 37.175   -62.5
127.575 37.175   -64.5
127.600 37.175   -67.4
127.625 37.175   -68.1
127.650 37.175   -72.2
127.675 37.175   -76.5
127.700 37.175   -82.4
127.725 37.175   -83.0
127.750 37.175   -72.5
127.775 37.175   -65.3
127.800 37.175   -62.9
